ir,rmp,tau,amp,hw,thresh,Species,Strain,ElectrodeType,PrepType,JxnPotential,JxnOffset,Temp,Age,Weight,NeuronType,Title,PubYear,DataTableLinks,MetadataLink,LastAuthor
nan,nan,nan,nan,1.45,-42.1,Rats,Sprague-Dawley,Patch-clamp,in vitro,Corrected,NaN,29.5,25.5,NaN,Paraventricular hypothalamic nucleus neurons,Voltage-gated currents distinguish parvocellular from magnocellular neurones in the rat hypothalamic paraventricular nucleus.,2000,http://neuroelectro.org/data_table/8336/,http://neuroelectro.org/article/28652/metadata/,Tasker JG
772.4,-56.07,nan,78.37,1.03,-38.47,Rats,Sprague-Dawley,Patch-clamp,in vitro,Not corrected,-10,23,66.5,300,Paraventricular hypothalamic nucleus neurons,Electrophysiological and morphological properties of pre-autonomic neurones in the rat hypothalamic paraventricular nucleus.,2001,http://neuroelectro.org/data_table/10539/,http://neuroelectro.org/article/44359/metadata/,Stern JE
nan,nan,nan,64.6,3,-31.2,Rats,Wistar,Patch-clamp,in vitro,Corrected,NaN,22,58,250,Paraventricular hypothalamic nucleus neurons,Functional role of A-type potassium currents in rat presympathetic PVN neurones.,2007,http://neuroelectro.org/data_table/11452/,http://neuroelectro.org/article/46371/metadata/,Stern JE
49.9,-57.7,nan,56.1,nan,-42.9,Rats,Sprague-Dawley,Sharp,in vitro,,NaN,30,17.5,NaN,Parvicellular reticular nucleus interneuron,Properties and interconnections of trigeminal interneurons of the lateral pontine reticular formation in the rat.,2001,http://neuroelectro.org/data_table/955/,http://neuroelectro.org/article/34512/metadata/,Kolta A
1140,-59.8,92.4,57.1,nan,-45.3,Mice,C57BL,Patch-clamp,in vitro,Corrected,NaN,22,6,NaN,Spinal cord intermediate horn motor neuron sympathetic,Heterogeneity of membrane properties in sympathetic preganglionic neurons of neonatal mice: evidence of four subpopulations in the intermediolateral nucleus.,2010,http://neuroelectro.org/data_table/187/,http://neuroelectro.org/article/33845/metadata/,Hochman S
1051,-62,nan,77,nan,-35,Mice,C57BL,Patch-clamp,in vitro,Corrected,NaN,22,NaN,NaN,Spinal cord ventral horn interneuron IA,"Physiological, neurochemical and morphological properties of a subgroup of GABAergic spinal lamina II neurones identified by expression of green fluorescent protein in mice.",2004,http://neuroelectro.org/data_table/10371/,http://neuroelectro.org/article/43880/metadata/,Sandkühler J
424,-62.8,16.3,45.3,nan,-43.8,Mice,C57BL,Patch-clamp,in vitro,Not corrected,NaN,22,11.5,NaN,Spinal cord ventral horn interneuron II,Properties of mouse spinal lamina I GABAergic interneurons.,2005,http://neuroelectro.org/data_table/7939/,http://neuroelectro.org/article/51213/metadata/,Hochman S
1034,-46.4,nan,26.7,2.4,-32.2,Mice,C57BL,Patch-clamp,in vitro,,NaN,21.5,2.5,NaN,Spinal cord ventral horn interneuron V2,Electrophysiological characterization of V2a interneurons and their locomotor-related activity in the neonatal mouse spinal cord.,2010,http://neuroelectro.org/data_table/1865/,http://neuroelectro.org/article/35550/metadata/,Harris-Warrick RM
1700,-59,4,73,nan,-38,Rats,Wistar,Patch-clamp,in vivo,,NaN,37,73,212.5,Spinal cord ventral horn motor neuron alpha,Hindlimb unweighting for 2 weeks alters physiological properties of rat hindlimb motoneurones.,2005,http://neuroelectro.org/data_table/8392/,http://neuroelectro.org/article/30061/metadata/,Gardiner P
39.7,-66.7,19.6,95.4,0.79,-46.6,Rats,Wistar,Patch-clamp,in vitro,Corrected,NaN,35,38.5,NaN,Subiculum pyramidal cell,Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus.,2000,"http://neuroelectro.org/data_table/1064/, http://neuroelectro.org/data_table/1065/",http://neuroelectro.org/article/10775/metadata/,Spruston N
57.5,-73.4,nan,nan,0.72,-48.5,Rats,Wistar,Patch-clamp,in vitro,,NaN,33.5,39,NaN,Subiculum pyramidal cell,Psychostimulant-induced plasticity of intrinsic neuronal excitability in ventral subiculum.,2003,http://neuroelectro.org/data_table/2677/,http://neuroelectro.org/article/36907/metadata/,Spruston N
51.2,-69.05,nan,74.3,0.69,-51.35,Rats,Wistar,Patch-clamp,in vitro,,NaN,34,60,250,Subiculum pyramidal cell,Target-specific output patterns are predicted by the distribution of regular-spiking and bursting pyramidal neurons in the subiculum.,2012,http://neuroelectro.org/data_table/19522/,http://neuroelectro.org/article/76245/metadata/,Spruston N
nan,nan,nan,59.3,nan,-36.2,Rats,Sprague-Dawley,Patch-clamp,in vitro,Not corrected,-4.6,30,20,NaN,Substantia nigra pars compacta dopaminergic cell,Molecular and functional differences in voltage-activated sodium currents between GABA projection neurons and dopamine neurons in the substantia nigra.,2011,http://neuroelectro.org/data_table/5362/,http://neuroelectro.org/article/4128/metadata/,Zhou FM
476,-54.6,nan,55.6,1.93,-32.5,Rats,Wistar,Patch-clamp,in vitro,Corrected,NaN,35,15.5,NaN,Substantia nigra pars compacta dopaminergic cell,The mechanism of ethanol action on midbrain dopaminergic neuron firing: a dynamic-clamp study of the role of I(h) and GABAergic synaptic integration.,2011,http://neuroelectro.org/data_table/52/,http://neuroelectro.org/article/26319/metadata/,Robinson HP
nan,nan,nan,57.65,nan,-32.55,Mice,C57BL,Patch-clamp,in vitro,,NaN,23,13.5,NaN,Substantia nigra pars compacta dopaminergic cell,I(h) channels contribute to the different functional properties of identified dopaminergic subpopulations in the midbrain.,2002,http://neuroelectro.org/data_table/2930/,http://neuroelectro.org/article/28476/metadata/,Roeper J
nan,nan,nan,nan,1.22,-39.7,Guinea Pigs,Guinea Pigs,Sharp,in vitro,,NaN,32.5,27,300,Substantia nigra pars compacta dopaminergic cell,Regulation of action potential size and excitability in substantia nigra compacta neurons: sensitivity to 4-aminopyridine.,1999,http://neuroelectro.org/data_table/1157/,http://neuroelectro.org/article/34677/metadata/,Nedergaard S
nan,nan,nan,nan,1.42,nan,Rats,Wistar,Patch-clamp,in vitro,Corrected,NaN,24,15.5,NaN,Substantia nigra pars compacta dopaminergic cell,Differences in Na+ conductance density and Na+ channel functional properties between dopamine and GABA neurons of the rat substantia nigra.,2010,http://neuroelectro.org/data_table/8029/,http://neuroelectro.org/article/51288/metadata/,Engel D
nan,nan,nan,72.2,1.6,-51.7,Rats,Wistar,Patch-clamp,in vitro,Corrected,NaN,27,18,NaN,Substantia nigra pars compacta dopaminergic cell,Nigral GABAergic inhibition upon mesencephalic dopaminergic cell groups in rats.,2004,http://neuroelectro.org/data_table/16614/,http://neuroelectro.org/article/72902/metadata/,Takakusaki K
140,nan,nan,49.1,nan,-45,Rats,Sprague-Dawley,Sharp,cell culture,,NaN,35.5,1.5,NaN,Substantia nigra pars compacta dopaminergic cell,Electrophysiological characteristics of substantia nigra neurons in organotypic cultures: spontaneous and evoked activities.,2000,http://neuroelectro.org/data_table/21829/,http://neuroelectro.org/article/78966/metadata/,Kitai ST
nan,nan,nan,69.5,nan,-40.3,Rats,Sprague-Dawley,Patch-clamp,in vitro,Not corrected,-4.6,30,20,NaN,Substantia nigra pars reticulata interneuron GABA,Molecular and functional differences in voltage-activated sodium currents between GABA projection neurons and dopamine neurons in the substantia nigra.,2011,http://neuroelectro.org/data_table/5362/,http://neuroelectro.org/article/4128/metadata/,Zhou FM
549,-59.6,nan,78.6,1.2,-50.7,Rats,Wistar,Patch-clamp,in vitro,Corrected,NaN,35,15.5,NaN,Substantia nigra pars reticulata interneuron GABA,The mechanism of ethanol action on midbrain dopaminergic neuron firing: a dynamic-clamp study of the role of I(h) and GABAergic synaptic integration.,2011,http://neuroelectro.org/data_table/52/,http://neuroelectro.org/article/26319/metadata/,Robinson HP
nan,nan,nan,nan,0.98,nan,Rats,Wistar,Patch-clamp,in vitro,Corrected,NaN,24,15.5,NaN,Substantia nigra pars reticulata interneuron GABA,Differences in Na+ conductance density and Na+ channel functional properties between dopamine and GABA neurons of the rat substantia nigra.,2010,http://neuroelectro.org/data_table/8029/,http://neuroelectro.org/article/51288/metadata/,Engel D
126.9,nan,nan,45,nan,-49.2,Rats,Sprague-Dawley,Sharp,cell culture,,NaN,35.5,1.5,NaN,Substantia nigra pars reticulata interneuron GABA,Electrophysiological characteristics of substantia nigra neurons in organotypic cultures: spontaneous and evoked activities.,2000,http://neuroelectro.org/data_table/21829/,http://neuroelectro.org/article/78966/metadata/,Kitai ST
164.4,nan,nan,nan,nan,-47.3,Mice,C57BL,Patch-clamp,in vitro,,NaN,31,43.5,NaN,Subthalamic nucleus neuron,Roles of the subthalamic nucleus and subthalamic HCN channels in absence seizures.,2012,,http://neuroelectro.org/article/32142/metadata/,Imoto K
521,-44.2,nan,nan,nan,nan,Mice,C57BL,Patch-clamp,in vitro,,NaN,21,15.5,NaN,Superior colliculus superficial layer neuron,Postsynaptic action of BDNF on GABAergic synaptic transmission in the superficial layers of the mouse superior colliculus.,2002,http://neuroelectro.org/data_table/910/,http://neuroelectro.org/article/34456/metadata/,Grantyn R
nan,-43,nan,80.25,nan,nan,Rats,Sprague-Dawley,Patch-clamp,in vitro,Not corrected,-12.5,22,21,NaN,Suprachiasmatic nucleus neuron,Afterhyperpolarization regulates firing rate in neurons of the suprachiasmatic nucleus.,2003,http://neuroelectro.org/data_table/2793/,http://neuroelectro.org/article/37056/metadata/,Sather WA
301,nan,11.4,58.2,0.83,nan,Rats,Sprague-Dawley,Sharp,in vitro,,NaN,33.5,48.5,NaN,Suprachiasmatic nucleus neuron,Membrane properties of rat suprachiasmatic nucleus neurons receiving optic nerve input.,1993,,http://neuroelectro.org/article/39223/metadata/,Dudek FE
1285,-55.4,28.6,59.3,1.5,-40.4,Rats,Wistar,Patch-clamp,in vitro,Corrected,NaN,30,56,240,Suprachiasmatic nucleus neuron,Electrophysiological and morphological heterogeneity of neurons in slices of rat suprachiasmatic nucleus.,1998,"http://neuroelectro.org/data_table/10085/, http://neuroelectro.org/data_table/10087/",http://neuroelectro.org/article/43073/metadata/,Hermes ML
639,-52.9,nan,nan,nan,nan,Rats,Wistar,Patch-clamp,in vitro,,NaN,37,31,NaN,Suprachiasmatic nucleus neuron,Neuromedin C decreases potassium conductance and increases a non-specific conductance in rat suprachiasmatic neurones in brain slices in vitro.,1997,,http://neuroelectro.org/article/82196/metadata/,Pinnock RD
327,-51.36,nan,60.01,0.95,-33.6,Rats,Sprague-Dawley,Patch-clamp,in vitro,,NaN,36.5,64.5,NaN,Suprachiasmatic nucleus neuron,Temperature-sensitive properties of rat suprachiasmatic nucleus neurons.,2001,,http://neuroelectro.org/article/85546/metadata/,Boulant JA
57.1,-56.9,nan,58.9,nan,-43.3,Rats,Sprague-Dawley,Sharp,in vitro,,NaN,30,17.5,NaN,Supratrigeminal nucleus interneuron,Properties and interconnections of trigeminal interneurons of the lateral pontine reticular formation in the rat.,2001,http://neuroelectro.org/data_table/955/,http://neuroelectro.org/article/34512/metadata/,Kolta A
273.8,-75.9,nan,67.4,0.19,-47.5,Mice,C57BL,Patch-clamp,in vitro,Corrected,NaN,34,45,NaN,Thalamic reticular nucleus cell,Resilient RTN fast spiking in Kv3.1 null mice suggests redundancy in the action potential repolarization mechanism.,2002,http://neuroelectro.org/data_table/943/,http://neuroelectro.org/article/5129/metadata/,Huguenard JR
nan,-69.2,nan,60.9,nan,-57.8,Rats,Sprague-Dawley,Patch-clamp,in vitro,Corrected,NaN,23.5,31.5,NaN,Thalamic reticular nucleus cell,Focal cortical infarcts alter intrinsic excitability and synaptic excitation in the reticular thalamic nucleus.,2010,http://neuroelectro.org/data_table/1801/,http://neuroelectro.org/article/11742/metadata/,Huguenard JR
341,-65.8,nan,nan,nan,nan,Rats,Wistar,Patch-clamp,in vitro,,NaN,24,28,NaN,Thalamic reticular nucleus cell,Ca2+-dependent and Na+-dependent K+ conductances contribute to a slow AHP in thalamic paraventricular nucleus neurons: a novel target for orexin receptors.,2010,,http://neuroelectro.org/article/33796/metadata/,Renaud LP
278,-69.95,nan,nan,0.99,nan,Rats,Sprague-Dawley,Patch-clamp,in vitro,,NaN,30,17,NaN,Thalamic reticular nucleus cell,Heterogeneity of firing properties among rat thalamic reticular nucleus neurons.,2007,,http://neuroelectro.org/article/42364/metadata/,Cox CL
43.09,-56.28,16.51,nan,nan,nan,Rats,Sprague-Dawley,Sharp,in vitro,,NaN,36,50,NaN,Thalamic reticular nucleus cell,Intrinsic properties of nucleus reticularis thalami neurones of the rat studied in vitro.,1989,,http://neuroelectro.org/article/85547/metadata/,Spreafico R
589,-66.7,nan,nan,nan,nan,Rats,Wistar,Patch-clamp,in vitro,,NaN,24,28,NaN,Thalamus parafascicular nucleus neuron,Ca2+-dependent and Na+-dependent K+ conductances contribute to a slow AHP in thalamic paraventricular nucleus neurons: a novel target for orexin receptors.,2010,,http://neuroelectro.org/article/33796/metadata/,Renaud LP
545.86,-50.44,41.65,54.2,2.11,-31.2,Rats,Sprague-Dawley,Patch-clamp,in vitro,,NaN,30,14.5,NaN,Thalamus parafascicular nucleus neuron,Cholinergic responses and intrinsic membrane properties of developing thalamic parafascicular neurons.,2009,http://neuroelectro.org/data_table/218/,http://neuroelectro.org/article/33883/metadata/,Garcia-Rill E
747.5,-67.5,nan,66.5,1.77,nan,Rats,Sprague-Dawley,Patch-clamp,in vitro,Corrected,NaN,30,15,NaN,Thalamus parafascicular nucleus neuron,Two distinct populations of projection neurons in the rat lateral parafascicular thalamic nucleus and their cholinergic responsiveness.,2009,http://neuroelectro.org/data_table/21224/,http://neuroelectro.org/article/78193/metadata/,Cox CL
61.3,-61.6,nan,65.2,0.7,nan,Rats,Long-Evans,Sharp,in vitro,,NaN,35,32.5,NaN,Thalamus relay cell,Distinct firing properties of higher order thalamic relay neurons.,2003,,http://neuroelectro.org/article/25599/metadata/,Guido W
150.1,-60.4,45.7,nan,nan,nan,Rats,Wistar,Patch-clamp,in vitro,,NaN,30,31.5,NaN,Thalamus relay cell,Development of firing patterns and electrical properties in neurons of the rat ventrobasal thalamus.,1996,,http://neuroelectro.org/article/27501/metadata/,Carlen PL
41.1,-67.05,nan,nan,nan,-47.35,Rats,Sprague-Dawley,Sharp,in vitro,,NaN,34,54.5,225,Thalamus relay cell,Dopamine modulates the responsivity of mediodorsal thalamic cells recorded in vitro.,1998,"http://neuroelectro.org/data_table/3333/, http://neuroelectro.org/data_table/3334/",http://neuroelectro.org/article/27735/metadata/,Grace AA
342,-68.3,nan,nan,nan,nan,Rats,Wistar,Patch-clamp,in vitro,,NaN,24,28,NaN,Thalamus relay cell,Ca2+-dependent and Na+-dependent K+ conductances contribute to a slow AHP in thalamic paraventricular nucleus neurons: a novel target for orexin receptors.,2010,,http://neuroelectro.org/article/33796/metadata/,Renaud LP
115.5,-59.75,nan,nan,nan,nan,Mice,C57BL,Patch-clamp,in vitro,,NaN,32,21,NaN,Thalamus relay cell,Excitatory but not inhibitory synaptic transmission is reduced in lethargic (Cacnb4(lh)) and tottering (Cacna1atg) mouse thalami.,1999,"http://neuroelectro.org/data_table/1206/, http://neuroelectro.org/data_table/1207/",http://neuroelectro.org/article/34727/metadata/,Hosford DA
454.7,-59.84,nan,nan,nan,nan,Mice,C57BL,Patch-clamp,in vitro,,NaN,22,14.5,NaN,Thalamus relay cell,Synaptic properties of thalamic input to the subgranular layers of primary somatosensory and auditory cortices in the mouse.,2011,http://neuroelectro.org/data_table/1561/,http://neuroelectro.org/article/35091/metadata/,Sherman SM
22.9,-58.9,12.2,47.1,nan,-49.3,Rats,Wistar,Sharp,in vivo,,NaN,37,120,240,Thalamus relay cell,Activity of ventral medial thalamic neurons during absence seizures and modulation of cortical paroxysms by the nigrothalamic pathway.,2007,http://neuroelectro.org/data_table/2239/,http://neuroelectro.org/article/36217/metadata/,Charpier S
nan,-58.55,nan,nan,nan,nan,Guinea Pigs,Guinea Pigs,Sharp,in vivo,,NaN,37,NaN,NaN,Thalamus relay cell,In vivo intracellular responses of the medial geniculate neurones to acoustic stimuli in anaesthetized guinea pigs.,2004,http://neuroelectro.org/data_table/9009/,http://neuroelectro.org/article/39711/metadata/,He J
59,-60,19.4,nan,0.5,nan,Rats,Wistar,Sharp,in vitro,,NaN,35,48.5,NaN,Thalamus relay cell,The ventral and dorsal lateral geniculate nucleus of the rat: intracellular recordings in vitro.,1987,,http://neuroelectro.org/article/44985/metadata/,Pirchio M
41,-64,14,80,nan,nan,Guinea Pigs,Guinea Pigs,Sharp,in vitro,,NaN,37,80.5,NaN,Thalamus relay cell,Electrophysiological properties of guinea-pig thalamic neurones: an in vitro study.,1984,,http://neuroelectro.org/article/46161/metadata/,Llinás R
nan,nan,nan,nan,nan,nan,Rats,Wistar,Patch-clamp,,,NaN,NaN,NaN,NaN,Thalamus relay cell,Alterations in GABA(A) receptor mediated inhibition in adjacent dorsal midline thalamic nuclei in a rat model of chronic limbic epilepsy.,2007,http://neuroelectro.org/data_table/6315/,http://neuroelectro.org/article/47927/metadata/,Bertram EH
17.8,-63.5,6.7,60.4,nan,nan,Guinea Pigs,Guinea Pigs,Sharp,in vitro,,NaN,32,25,175,Trigeminal nucleus motor neuron,Nitric oxide as an anterograde neurotransmitter in the trigeminal motor pool.,2002,http://neuroelectro.org/data_table/915/,http://neuroelectro.org/article/34465/metadata/,Morales FR
nan,nan,nan,nan,nan,nan,Rats,Sprague-Dawley,Sharp,in vivo,,NaN,37,73.5,390,Trigeminal nucleus motor neuron,Nociceptive craniofacial muscle primary afferent neurons synapse in both the rostral and caudal brain stem.,2007,http://neuroelectro.org/data_table/11441/,http://neuroelectro.org/article/55051/metadata/,Ambalavanar R
610,-60.6,nan,49.7,1.2,-32.9,Xenopus,,Patch-clamp,in vivo,,NaN,37,NaN,NaN,Trigeminal nucleus principal cell,Multisensory integration in mesencephalic trigeminal neurons in Xenopus tadpoles.,2009,http://neuroelectro.org/data_table/224/,http://neuroelectro.org/article/33890/metadata/,Aizenman CD
74.7,-59.4,nan,83.6,0.86,nan,Turtles,,Patch-clamp,in vitro,Not corrected,NaN,22,NaN,NaN,Trochlear nucleus motoneurons,"Morphology, intrinsic membrane properties, and rotation-evoked responses of trochlear motoneurons in the turtle.",2008,http://neuroelectro.org/data_table/5446/,http://neuroelectro.org/article/11495/metadata/,Ariel M
902.4,-48.5,nan,80.4,1.65,-40.65,Rats,Fischer 344,Patch-clamp,in vitro,,NaN,24,17,NaN,Ventral tegmental area dopamine neuron,Characterization of M-current in ventral tegmental area dopamine neurons.,2006,"http://neuroelectro.org/data_table/488/, http://neuroelectro.org/data_table/489/",http://neuroelectro.org/article/13615/metadata/,Appel SB
518,-55,nan,56.3,2.01,-34.1,Rats,Wistar,Patch-clamp,in vitro,Corrected,NaN,35,15.5,NaN,Ventral tegmental area dopamine neuron,The mechanism of ethanol action on midbrain dopaminergic neuron firing: a dynamic-clamp study of the role of I(h) and GABAergic synaptic integration.,2011,http://neuroelectro.org/data_table/52/,http://neuroelectro.org/article/26319/metadata/,Robinson HP
nan,nan,nan,52.65,nan,-31.6,Mice,C57BL,Patch-clamp,in vitro,,NaN,23,13.5,NaN,Ventral tegmental area dopamine neuron,I(h) channels contribute to the different functional properties of identified dopaminergic subpopulations in the midbrain.,2002,http://neuroelectro.org/data_table/2930/,http://neuroelectro.org/article/28476/metadata/,Roeper J
nan,nan,nan,68.5,2.4,-38.3,Rats,Fischer 344,Patch-clamp,in vitro,Corrected,NaN,24,17,NaN,Ventral tegmental area dopamine neuron,A-type K+ current of dopamine and GABA neurons in the ventral tegmental area.,2006,http://neuroelectro.org/data_table/5675/,http://neuroelectro.org/article/32828/metadata/,Appel SB
996.5,nan,nan,nan,nan,nan,Rats,Sprague-Dawley,Patch-clamp,in vitro,,NaN,34,14,NaN,Ventral tegmental area dopamine neuron,Spontaneous activity and properties of two types of principal neurons from the ventral tegmental area of rat.,2005,http://neuroelectro.org/data_table/628/,http://neuroelectro.org/article/34223/metadata/,Weight FF
nan,-45,nan,58,nan,-26,Rats,Sprague-Dawley,Patch-clamp,in vitro,Not corrected,NaN,31,28,NaN,Ventral tegmental area dopamine neuron,The ventral tegmental area revisited: is there an electrophysiological marker for dopaminergic neurons?,2006,http://neuroelectro.org/data_table/9300/,http://neuroelectro.org/article/40636/metadata/,Fields HL
nan,nan,nan,nan,nan,nan,Rats,Sprague-Dawley,Sharp,in vivo,,NaN,37,63,287.5,Ventral tegmental area dopamine neuron,Cannabinoid receptors in the bed nucleus of the stria terminalis control cortical excitation of midbrain dopamine cells in vivo.,2008,http://neuroelectro.org/data_table/10856/,http://neuroelectro.org/article/57457/metadata/,Georges F
nan,nan,nan,72.3,1.8,-50.6,Rats,Wistar,Patch-clamp,in vitro,Corrected,NaN,27,18,NaN,Ventral tegmental area dopamine neuron,Nigral GABAergic inhibition upon mesencephalic dopaminergic cell groups in rats.,2004,http://neuroelectro.org/data_table/16614/,http://neuroelectro.org/article/72902/metadata/,Takakusaki K
